# m1 m2 a1x a1y a1z a2x a2y a2z mc eta indx  Npts ra dec tref phiorb incl psi  dist p ps lnL mtotal q  lambda1 lambda2
81.738888 30.692216 0.0 0.0 -0.0051516845 0.0 0.0 0.44451354 42.6085630015 0.198465042153 106 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 112.431104 0.375490990286 0.0 0.0
88.238016 34.516792 0.0 0.0 0.27060133 0.0 0.0 -0.062875175 47.0331421579 0.202119929153 107 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 122.754808 0.391178242267 0.0 0.0
80.746839 50.399736 0.0 0.0 0.78620274 0.0 0.0 -0.15321093 55.2307428262 0.236613699196 108 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 131.146575 0.624169770906 0.0 0.0
74.910726 50.005589 0.0 0.0 0.50683038 0.0 0.0 -0.030718401 53.0656757553 0.240062444881 109 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 124.916315 0.667535767842 0.0 0.0
85.77469 56.297546 0.0 0.0 0.47621857 0.0 0.0 0.33270912 60.2292326139 0.239238014974 110 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 142.072236 0.656342168068 0.0 0.0
77.871961 36.629813 0.0 0.0 0.25864624 0.0 0.0 -0.23481913 45.8529249747 0.217566177861 111 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 114.501774 0.470385136442 0.0 0.0
80.280248 33.974531 0.0 0.0 0.14754836 0.0 0.0 -0.024866971 44.6562685099 0.208936072365 112 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 114.254779 0.423199128632 0.0 0.0
77.676922 30.28109 0.0 0.0 0.079667769 0.0 0.0 -0.15101319 41.3263578035 0.201815145242 113 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 107.958012 0.389833804177 0.0 0.0
83.939401 52.349002 0.0 0.0 0.77477991 0.0 0.0 0.28385726 57.3895451701 0.236568255376 114 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 136.288403 0.623652317938 0.0 0.0
75.578173 50.011673 0.0 0.0 0.59024854 0.0 0.0 0.075527234 53.2954038787 0.239639671904 115 16000 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 125.589846 0.661721116228 0.0 0.0
